Name,Status,Link,Presentation,Availability,Related,Reason
Pentamidine Isethionate (Nebupent) For Inhalation Solution,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Pentamidine Isethionate (Nebupent) For Inhalation Solution&amp;st=r&amp;tab=tabs-1"" title=""Link to Pentamidine Isethionate (Nebupent) For Inhalation Solution detail"">Pentamidine Isethionate (Nebupent) For Inhalation Solution</a>",,,,
Peritoneal Dialysis Solutions,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Peritoneal Dialysis Solutions&amp;st=r&amp;tab=tabs-1"" title=""Link to Peritoneal Dialysis Solutions detail"">Peritoneal Dialysis Solutions</a>",,,,
"Phenytoin Sodium Injection, USP",Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Phenytoin Sodium Injection, USP&amp;st=r&amp;tab=tabs-1"" title=""Link to Phenytoin Sodium Injection, USP detail"">Phenytoin Sodium Injection, USP</a>",,,,
"Physostigmine Salicylate Injection, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Physostigmine Salicylate Injection, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Physostigmine Salicylate Injection, USP detail"">Physostigmine Salicylate Injection, USP</a>","Physostigmine Salicylate Injection, USP  1mg/mL (10amps/box, 2mL each) (NDC 17478-510-02)",Available,,Other
Pindolol Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Pindolol Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Pindolol Tablets detail"">Pindolol Tablets</a>","5 mg: Bottles of 100 tablets, (NDC 62559-560-01)",Currently Unavailable; Estimated Resupply: 2Q 2021,Finished Goods can be manufactured upon receipt of API.,Shortage of an active ingredient
Pindolol Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Pindolol Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Pindolol Tablets detail"">Pindolol Tablets</a>","10 mg; Bottles of 100 tablets, (NDC 62559-561-01)",Currently Unavailable; Estimated Resupply: 2Q 2021,Finished Goods can be manufactured upon receipt of API.,Shortage of an active ingredient
Piperacillin and Tazobactam (Zosyn) Injection,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Piperacillin and Tazobactam (Zosyn) Injection&amp;st=r&amp;tab=tabs-1"" title=""Link to Piperacillin and Tazobactam (Zosyn) Injection detail"">Piperacillin and Tazobactam (Zosyn) Injection</a>",,,,
"Potassium Acetate Injection, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Potassium Acetate Injection, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Potassium Acetate Injection, USP detail"">Potassium Acetate Injection, USP</a>",Potassium Acetate Inj. 40mEq (2mEq/ml) 20mL (NDC 51754-2001-4),On allocation due to increased demand.,"Please check with wholesaler for availability. Additional production underway. Direct shipment to hospitals at 200 vials max per week are available from Exela. Customer Service # 828-758-5474, then press #2",Demand increase for the drug
Potassium Chloride Injection,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Potassium Chloride Injection&amp;st=r&amp;tab=tabs-1"" title=""Link to Potassium Chloride Injection detail"">Potassium Chloride Injection</a>",,,,
Prednisolone Acetate 1% Ophthalmic Suspension,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Prednisolone Acetate 1per Ophthalmic Suspension&amp;st=r&amp;tab=tabs-1"" title=""Link to Prednisolone Acetate 1% Ophthalmic Suspension detail"">Prednisolone Acetate 1% Ophthalmic Suspension</a>",,,,
"Primaquine Phosphate Tablet, EQ 15mg Base",Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Primaquine Phosphate Tablet, EQ 15mg Base&amp;st=r&amp;tab=tabs-1"" title=""Link to Primaquine Phosphate Tablet, EQ 15mg Base detail"">Primaquine Phosphate Tablet, EQ 15mg Base</a>",,,,
"Procainamide Hydrochloride Injection, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Procainamide Hydrochloride Injection, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Procainamide Hydrochloride Injection, USP detail"">Procainamide Hydrochloride Injection, USP</a>",100 mg/1 mL injection; 10 mL Luer-Jet Prefilled Syringe (NDC 76329-3399-5),Available,,Other
"Progesterone Injection, USP",Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Progesterone Injection, USP&amp;st=r&amp;tab=tabs-1"" title=""Link to Progesterone Injection, USP detail"">Progesterone Injection, USP</a>",,,,
Promethazine (Phenergan) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Promethazine (Phenergan) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Promethazine (Phenergan) Injection detail"">Promethazine (Phenergan) Injection</a>","25 mg/mL, 1 mL vial (NDC 0641-0928-25)",Inventory is currently available.,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,Other
Promethazine (Phenergan) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Promethazine (Phenergan) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Promethazine (Phenergan) Injection detail"">Promethazine (Phenergan) Injection</a>","50 mg/mL ,1 mL vial (NDC 0641-0929-25)",Inventory is currently available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,Other
Promethazine (Phenergan) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Promethazine (Phenergan) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Promethazine (Phenergan) Injection detail"">Promethazine (Phenergan) Injection</a>","25 mg/mL, 1 mL ampul (NDC 0641-1495-35)",Inventory is currently available.,Additional lots are scheduled to be manufactured.  Product will be made available as it is released.,Demand increase for the drug
Promethazine (Phenergan) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Promethazine (Phenergan) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Promethazine (Phenergan) Injection detail"">Promethazine (Phenergan) Injection</a>","50 mg/mL, 1 mL ampul (NDC 0641-1496-35)",This presentation is temporarily on backorder.,Additional lots are scheduled to be manufactured.  Product will be made available as it is released.,Demand increase for the drug
Promethazine (Phenergan) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Promethazine (Phenergan) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Promethazine (Phenergan) Injection detail"">Promethazine (Phenergan) Injection</a>","PHENERGAN Injection 25 mg/mL, 1 mL vial (NDC 0641-6084-25)",Inventory is currently available.,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,Other
Promethazine (Phenergan) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Promethazine (Phenergan) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Promethazine (Phenergan) Injection detail"">Promethazine (Phenergan) Injection</a>","PHENERGAN Injection 50 mg/mL ,1 mL vial (NDC 0641-6085-25)",Inventory is currently available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,Other
Promethazine (Phenergan) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Promethazine (Phenergan) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Promethazine (Phenergan) Injection detail"">Promethazine (Phenergan) Injection</a>","PHENERGAN Injection 25 mg/mL, 1 mL ampul (NDC 0641-6082-25)",Inventory is currently available.,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,Demand increase for the drug
Promethazine (Phenergan) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Promethazine (Phenergan) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Promethazine (Phenergan) Injection detail"">Promethazine (Phenergan) Injection</a>","PHENERGAN Injection 50 mg/mL, 1 mL ampul (NDC 0641-6083-25)",This presentation is temporarily on backorder.,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,Demand increase for the drug
Propofol Injectable Emulsion,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Propofol Injectable Emulsion&amp;st=c&amp;tab=tabs-1"" title=""Link to Propofol Injectable Emulsion detail"">Propofol Injectable Emulsion</a>",200mg/20mL  10ct (NDC 43598-265-58),"Limited supply, resupply expected October 2020","Manufacturer extended lead times
    
        Extended Use Dates To Assist with Drug Shortages",Demand increase for the drug
Propofol Injectable Emulsion,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Propofol Injectable Emulsion&amp;st=c&amp;tab=tabs-1"" title=""Link to Propofol Injectable Emulsion detail"">Propofol Injectable Emulsion</a>","200mg/20mL vial, individual (NDC 43598-265-20)","Limited supply, resupply expected October 2020","Manufacturer extended lead times
    
        Extended Use Dates To Assist with Drug Shortages",Demand increase for the drug
Propofol Injectable Emulsion,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Propofol Injectable Emulsion&amp;st=c&amp;tab=tabs-1"" title=""Link to Propofol Injectable Emulsion detail"">Propofol Injectable Emulsion</a>",500mg/50mL  20ct (NDC 43598-548-21),"Limited supply available, on allocation to wholesalers, resupply expected October 2020",Manufacturer extended lead times,Demand increase for the drug
Propofol Injectable Emulsion,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Propofol Injectable Emulsion&amp;st=c&amp;tab=tabs-1"" title=""Link to Propofol Injectable Emulsion detail"">Propofol Injectable Emulsion</a>","500mg/50mL vial, individual (NDC 43598-548-50)","Limited supply available, on allocation to wholesalers, resupply expected October 2020","Manufacturer extended lead times 
    
        Extended Use Dates To Assist with Drug Shortages",Demand increase for the drug
Propofol Injectable Emulsion,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Propofol Injectable Emulsion&amp;st=c&amp;tab=tabs-1"" title=""Link to Propofol Injectable Emulsion detail"">Propofol Injectable Emulsion</a>","1000mg/100mL vial, 10ct (NDC 43598-549-10)","Limited supply available, on allocation to wholesalers, resupply expected October 2020",Manufacturer extended lead times,Demand increase for the drug
Propofol Injectable Emulsion,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Propofol Injectable Emulsion&amp;st=c&amp;tab=tabs-1"" title=""Link to Propofol Injectable Emulsion detail"">Propofol Injectable Emulsion</a>","1000mg/100mL vial, individual (NDC 43598-549-52)","Limited supply available, on allocation to wholesalers, resupply expected October 2020","Manufacturer extended lead times.
    
        Extended Use Dates To Assist with Drug Shortages",Demand increase for the drug
Propofol Injectable Emulsion,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Propofol Injectable Emulsion&amp;st=c&amp;tab=tabs-1"" title=""Link to Propofol Injectable Emulsion detail"">Propofol Injectable Emulsion</a>","200mg/20mL vial, 25ct (NDC 43598-265-25)","Limited supply, resupply expected October 2020",Manufacturer extended lead times.,Demand increase for the drug
Remifentanil (Ultiva) Lyophilized Powder for Solution Injection,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Remifentanil (Ultiva) Lyophilized Powder for Solution Injection&amp;st=r&amp;tab=tabs-1"" title=""Link to Remifentanil (Ultiva) Lyophilized Powder for Solution Injection detail"">Remifentanil (Ultiva) Lyophilized Powder for Solution Injection</a>",,,,
Rifapentine Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Rifapentine Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Rifapentine Tablets detail"">Rifapentine Tablets</a>","Rifapentine (Piftin) Tablets, 150 mg (NDC 0088-2102-24)",On allocation with intermittent supply.,,Demand increase for the drug
Rocuronium Bromide Injection,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Rocuronium Bromide Injection&amp;st=r&amp;tab=tabs-1"" title=""Link to Rocuronium Bromide Injection detail"">Rocuronium Bromide Injection</a>",,,,
Ropivacaine Hydrochloride Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Ropivacaine Hydrochloride Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Ropivacaine Hydrochloride Injection detail"">Ropivacaine Hydrochloride Injection</a>","0.5% 5mg/mL, 30mL, 1 Vial (NDC 17478-0081-30)",Available,,Other
Sclerosol Intrapleural Aerosol,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sclerosol Intrapleural Aerosol&amp;st=c&amp;tab=tabs-1"" title=""Link to Sclerosol Intrapleural Aerosol detail"">Sclerosol Intrapleural Aerosol</a>",Sclerosol 4 GM (NDC 63256-100-30),Unavailable,,Other
Scopolamine Transdermal System,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Scopolamine Transdermal System&amp;st=r&amp;tab=tabs-1"" title=""Link to Scopolamine Transdermal System detail"">Scopolamine Transdermal System</a>",,,,
Sildenafil Citrate (REVATIO),Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sildenafil Citrate (REVATIO)&amp;st=r&amp;tab=tabs-1"" title=""Link to Sildenafil Citrate (REVATIO) detail"">Sildenafil Citrate (REVATIO)</a>",,,,
Sincalide (Kinevac) Lyophilized Powder for Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sincalide (Kinevac) Lyophilized Powder for Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Sincalide (Kinevac) Lyophilized Powder for Injection detail"">Sincalide (Kinevac) Lyophilized Powder for Injection</a>",Supplied in packages of 10 single dose vials containing 5 mcg of sincalide per vial (NDC 0270-0556-15),Available,,Delay in shipping of the drug
"Sodium Acetate Injection, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sodium Acetate Injection, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Sodium Acetate Injection, USP detail"">Sodium Acetate Injection, USP</a>",32.8% 400 mEq 100mL PBP (NDC 63323-0032-00),Available,Check wholesalers for inventory,Demand increase for the drug
"Sodium Bicarbonate Injection, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sodium Bicarbonate Injection, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Sodium Bicarbonate Injection, USP detail"">Sodium Bicarbonate Injection, USP</a>","Sodium Bicarbonate Inj. USP, 8.4%, 50mL Luer-Jet Prefilled Syringe, (NDC 0548-3352-00), (new NDC 76329-3352-1)",Intermittent supply,"IMS is releasing product, but market demand continues to exceed our capacity",Demand increase for the drug
Sodium Chloride 0.9% Injection Bags,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sodium Chloride 0.9per Injection Bags&amp;st=r&amp;tab=tabs-1"" title=""Link to Sodium Chloride 0.9% Injection Bags detail"">Sodium Chloride 0.9% Injection Bags</a>",,,,
Sodium Chloride 23.4% Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sodium Chloride 23.4per Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Sodium Chloride 23.4% Injection detail"">Sodium Chloride 23.4% Injection</a>",30 mL vials (NDC 63323-0187-30),Backordered. Next release date not available at this time.,Check Wholesaler Inventory,Demand increase for the drug
Sodium Chloride 23.4% Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sodium Chloride 23.4per Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Sodium Chloride 23.4% Injection detail"">Sodium Chloride 23.4% Injection</a>",100 mL vials (NDC 63323-0088-61),Backordered. Next release June 2020.,Check wholesalers for inventory,Demand increase for the drug
Sodium Chloride 23.4% Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sodium Chloride 23.4per Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Sodium Chloride 23.4% Injection detail"">Sodium Chloride 23.4% Injection</a>",200 mL vials (NDC 63323-0088-63),Backordered. Next release June 2020.,Check wholesalers for inventory,Demand increase for the drug
"Sodium Chloride Injection USP, 0.9% Vials and Syringes",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sodium Chloride Injection USP, 0.9per Vials and Syringes&amp;st=c&amp;tab=tabs-1"" title=""Link to Sodium Chloride Injection USP, 0.9% Vials and Syringes detail"">Sodium Chloride Injection USP, 0.9% Vials and Syringes</a>","Sodium Chloride Injection USP, Single dose plastic vial, 0.9%, (18 mg per 2 mL)(9 mg per mL) (NDC 63323-186-02)",Available,Check wholesalers for inventory,Increase in Demand
"Sodium Chloride Injection USP, 0.9% Vials and Syringes",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sodium Chloride Injection USP, 0.9per Vials and Syringes&amp;st=c&amp;tab=tabs-1"" title=""Link to Sodium Chloride Injection USP, 0.9% Vials and Syringes detail"">Sodium Chloride Injection USP, 0.9% Vials and Syringes</a>","Sodium Chloride Injection USP,  Single dose plastic vial, 0.9%, (90 mg per 10 mL)(9 mg per mL) (NDC 63323-186-10)",Available,Check wholesalers for inventory,Manufacturing delay
"Sodium Chloride Injection USP, 0.9% Vials and Syringes",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sodium Chloride Injection USP, 0.9per Vials and Syringes&amp;st=c&amp;tab=tabs-1"" title=""Link to Sodium Chloride Injection USP, 0.9% Vials and Syringes detail"">Sodium Chloride Injection USP, 0.9% Vials and Syringes</a>","Sodium Chloride Injection USP,  Single dose plastic vial, 0.9%, (180 mg per 20 mL)(9 mg per mL) (NDC 63323-186-20)",Available,Check wholesalers for inventory,Manufacturing delay
"Sodium Chloride Injection USP, 0.9% Vials and Syringes",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sodium Chloride Injection USP, 0.9per Vials and Syringes&amp;st=c&amp;tab=tabs-1"" title=""Link to Sodium Chloride Injection USP, 0.9% Vials and Syringes detail"">Sodium Chloride Injection USP, 0.9% Vials and Syringes</a>","Sodium Chloride Injection USP, Single dose tear top vial, 0.9%, (900 mg per 100 mL)(9 mg per mL) (NDC 63323-186-00)",Backordered.  Next release date not available at this time.,,Increase in Demand
Sodium Phosphate Injection,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sodium Phosphate Injection&amp;st=r&amp;tab=tabs-1"" title=""Link to Sodium Phosphate Injection detail"">Sodium Phosphate Injection</a>",,,,
Sterile Water,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sterile Water&amp;st=r&amp;tab=tabs-1"" title=""Link to Sterile Water detail"">Sterile Water</a>",,,,
Sulfasalazine Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sulfasalazine Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Sulfasalazine Tablets detail"">Sulfasalazine Tablets</a>",AZULFIDINE (Sulfasalazine tablets) 500 mg tablets; Bottle of 100 (NDC 0013-0101-10),Available,,Other
Sulfasalazine Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sulfasalazine Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Sulfasalazine Tablets detail"">Sulfasalazine Tablets</a>",AZULFIDINE (Sulfasalazine tablets) 500 mg tablets; Bottle of 300 (NDC 0013-0101-20),Available,,Other
Sulfasalazine Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sulfasalazine Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Sulfasalazine Tablets detail"">Sulfasalazine Tablets</a>",AZULFIDINE EN-tabs® (Sulfasalazine delayed release tablets) 500 mg Delayed-Release tablets; Bottle of 100 (NDC 0013-0102-01),Limited Supply Available. Next delivery and Estimated recovery: July 2020,Shortage per Manufacturer: Manufacturing Delay,Other
Sulfasalazine Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sulfasalazine Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Sulfasalazine Tablets detail"">Sulfasalazine Tablets</a>",AZULFIDINE EN-tabs® (Sulfasalazine delayed release tablets) 500 mg Delayed-Release tablets; Bottle of 300 (NDC 0013-0102-20),Available,,Other
Sulfasalazine Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sulfasalazine Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Sulfasalazine Tablets detail"">Sulfasalazine Tablets</a>",Sulfasalazine Delayed-Release Tablets 500 mg Delayed-Release tablets; bottle of 100 (NDC 59762-0104-1/59762-0104-5),Limited Supply Available. Next Delivery: June 2020; Estimated recovery: August 2020,Shortage per Manufacturer: Manufacturing Delay,Other
Sulfasalazine Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sulfasalazine Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Sulfasalazine Tablets detail"">Sulfasalazine Tablets</a>",Sulfasalazine Delayed-Release Tablets 500 mg Delayed-Release tablets; bottle of 300 (NDC 59762-0104-6),Limited Supply Available. Next Delivery: June 2020; Estimated recovery: TBD,Shortage per Manufacturer: Manufacturing Delay,Other
Sulfasalazine Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sulfasalazine Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Sulfasalazine Tablets detail"">Sulfasalazine Tablets</a>",500 mg tablets; bottle of 100 (NDC 59762-5000-1/59762-5000-5),Limited Supply Available. Next Delivery: May 2020; Estimated recovery: TBD,Shortage per Manufacturer: Manufacturing Delay,Other
Sulfasalazine Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Sulfasalazine Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Sulfasalazine Tablets detail"">Sulfasalazine Tablets</a>",500 mg tablets; bottle of 300 (NDC 59762-5000-6),Limited Supply Available. Next Delivery and Estimated recovery: June 2020,Shortage per Manufacturer: Manufacturing Delay,Other
Tacrolimus Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Tacrolimus Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Tacrolimus Capsules detail"">Tacrolimus Capsules</a>",0.5 mg 100 count (NDC 1672904101),Limited supply availability. Product will be allocated until at least July 2020,,Limited API availability
Tacrolimus Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Tacrolimus Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Tacrolimus Capsules detail"">Tacrolimus Capsules</a>",1 mg 100 count (NDC 1672904201),Limited supply availability. Product will be allocated until at least July 2020,,Limited API availability
Tacrolimus Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Tacrolimus Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Tacrolimus Capsules detail"">Tacrolimus Capsules</a>",5 mg 100 count (NDC 1672904301),Limited supply availability. Product will be allocated until at least July 2020,,Limited API availability
Technetium Tc99m Succimer Injection (DMSA),Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Technetium Tc99m Succimer Injection (DMSA)&amp;st=c&amp;tab=tabs-1"" title=""Link to Technetium Tc99m Succimer Injection (DMSA) detail"">Technetium Tc99m Succimer Injection (DMSA)</a>",ROTOP DMSA (Kit for the Preparation of Technetium Tc99m Succimer Injection). One vial contains 1.74 mg powder with the active substance: 1.0 mg succimer.  Five vials included in a carton (NDC 71647-001-01),Available,"Due to the current critical shortage of DMSA Kit for the Preparation of Technetium Tc99m Succimer, Theragnostics Inc. (Theragnostics) is coordinating with the U.S. Food and Drug Administration (FDA) to increase the availability of the drug.  Theragnostics has initiated temporary importation of DMSA Kit for the Preparation of Technetium Tc99m Succimer Injection into the U.S. market. This product is marketed in Germany and is manufactured in Dresden, Germany by ROTOP Pharmaka GmbH for Theragnostics. 
    
        Dear Healthcare Professional Letter",Other
Thioridazine Hydrochloride Tablets,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Thioridazine Hydrochloride Tablets&amp;st=r&amp;tab=tabs-1"" title=""Link to Thioridazine Hydrochloride Tablets detail"">Thioridazine Hydrochloride Tablets</a>",,,,
Thiothixene Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Thiothixene Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Thiothixene Capsules detail"">Thiothixene Capsules</a>","1 mg, 100 count bottle (NDC 0378-1001-01)",Unavailable. Estimated re-supply: May 2020.,,Other
Thiothixene Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Thiothixene Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Thiothixene Capsules detail"">Thiothixene Capsules</a>","2 mg, 100 count bottle (NDC 0378-2002-01)",Unavailable. Estimated re-supply: May 2020.,,Other
Thiothixene Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Thiothixene Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Thiothixene Capsules detail"">Thiothixene Capsules</a>","5 mg, 100 count bottle (NDC 0378-3005-01)",Available,,
Thiothixene Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Thiothixene Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Thiothixene Capsules detail"">Thiothixene Capsules</a>","10 mg, 100 count bottle (NDC 0378-5010-01)",Available,,
Timolol Maleate Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Timolol Maleate Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Timolol Maleate Tablets detail"">Timolol Maleate Tablets</a>","5 mg, 100 count (NDC 0378-0055-01)",Available,,Other
Timolol Maleate Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Timolol Maleate Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Timolol Maleate Tablets detail"">Timolol Maleate Tablets</a>","10 mg, 100 count (NDC 0378-0221-01)",Available,,Other
Timolol Maleate Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Timolol Maleate Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Timolol Maleate Tablets detail"">Timolol Maleate Tablets</a>","20 mg, 100 count (NDC 0378-0715-01)",Available,,Other
"Triamcinolone Acetonide (Triesence) Injection, Suspension",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Triamcinolone Acetonide (Triesence) Injection, Suspension&amp;st=c&amp;tab=tabs-1"" title=""Link to Triamcinolone Acetonide (Triesence) Injection, Suspension detail"">Triamcinolone Acetonide (Triesence) Injection, Suspension</a>",Triesence (Triamcinolone acetonide injectable suspension) Vial 40mg/mL 1mL in 1 vial (NDC 0065-0534-01),Availability: Limited Quantities Available on allocation;  Estimated Shortage Duration:  TBD,There are no therapeutic equivalents.,Requirements related to complying with good manufacturing practices
Trifluoperazine Hydrochloride Tablets,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Trifluoperazine Hydrochloride Tablets&amp;st=r&amp;tab=tabs-1"" title=""Link to Trifluoperazine Hydrochloride Tablets detail"">Trifluoperazine Hydrochloride Tablets</a>",,,,
Trifluridine Ophthalmic Solution,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Trifluridine Ophthalmic Solution&amp;st=c&amp;tab=tabs-1"" title=""Link to Trifluridine Ophthalmic Solution detail"">Trifluridine Ophthalmic Solution</a>",Trifluridine 1% 7.5 mL (NDC 61314-044-75),Supply Available,,Shortage of an active ingredient
Valsartan Tablets,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Valsartan Tablets&amp;st=r&amp;tab=tabs-1"" title=""Link to Valsartan Tablets detail"">Valsartan Tablets</a>",,,,
